uid,pid
97,4219
1363,2999
3268,6189
4407,3839
1865,5217
779,6899
1403,4783
2570,6991
923,5695
2980,7000
3711,237
3105,821
4615,373
1690,7534
2763,9326
917,4541
2652,6323
1835,5121
4278,3900
4583,2562
4110,5723
3157,2687
3862,4275
388,4770
242,1843
4617,5749
3094,607
762,5405
3182,6463
4540,3540
3241,6769
554,5174
2491,9754
3731,8386
3302,762
3597,8768
3876,3742
3508,2929
3316,3662
4801,273
4734,9750
2033,7289
421,6274
379,6801
4144,5843
2013,8067
3660,5838
1068,5452
2490,8116
2670,5499
3776,668
431,123
1207,5307
1531,5902
2121,4390
3094,1247
4956,1279
3166,6889
3816,3035
4345,4150
2681,4388
1385,7903
520,3050
4024,8755
484,8388
3410,9347
2329,7828
4366,4633
4139,4169
2120,9945
3217,8366
3894,6368
1096,4383
1789,2313
4219,6236
4279,6191
4548,3334
163,4412
482,4791
2890,6687
1078,4190
3905,3612
1836,2840
600,5166
3323,8202
902,1864
1368,5978
366,7401
174,6045
2370,6029
3282,7003
1194,7280
78,2895
537,3949
428,4234
4013,4101
516,5463
3537,3099
3068,8170
2232,3229
1460,2978
1096,9533
4331,3709
4897,653
3033,6859
825,9096
4161,1626
4429,5325
4562,7712
4285,3655
1892,2280
949,1496
1314,6259
3796,2868
687,5968
3835,5705
4897,2678
1467,8909
4701,4813
1163,2256
3613,3837
4997,2896
3637,1359
2004,1835
1998,9503
4981,1358
844,7187
4246,2284
4139,7061
3951,9899
1881,3532
1812,841
1927,5449
180,3356
3041,9581
3097,2742
4240,1352
4676,6999
3609,9020
2860,2940
84,4240
3611,9910
4146,4464
398,7430
1747,7106
4990,3572
2460,5572
4447,7182
1770,1520
3397,8317
4933,6913
3806,2740
1836,5696
2689,4066
3257,9655
3344,4423
600,2998
4604,5762
3121,9220
4614,9417
4632,6637
1909,4898
733,7770
4281,1774
789,9407
195,6550
3357,7245
303,7021
2990,8728
1479,2644
833,3410
4109,7709
3207,870
3388,3608
142,8769
2644,7369
1020,1867
2800,2938
4241,6324
582,5900
3453,1225
4514,5865
4051,9477
4815,7909
1705,8660
2523,7939
2749,4355
438,9748
2733,4947
4887,5386
1523,3933
3707,4074
4531,7167
2227,4432
2379,548
88,5484
118,690
4366,2971
4044,3853
2850,6913
2354,57
4466,2241
1889,4221
4335,9519
2310,2386
313,8060
1542,4362
2064,8753
4835,4558
4106,5079
127,5920
1502,803
3611,5631
1195,5231
3973,3433
1085,3139
1669,7323
2206,1571
106,1139
3157,2754
813,6471
430,5764
1817,670
518,5505
1774,6780
2520,8757
4961,315
1353,8276
753,484
3789,9467
2217,8685
2820,8994
3229,8221
1188,9277
3459,6955
4187,7074
2503,6405
1578,2468
4650,8828
385,8190
328,4827
691,8252
3517,6089
3215,8739
100,6004
1935,8673
1068,2558
1089,2527
1935,68
2512,8419
1767,9528
222,1681
2855,640
3168,7266
3892,5831
158,7469
1751,4610
2877,289
2664,4413
1939,6853
3143,9908
2335,6598
3234,430
162,1792
2735,1363
1486,424
1188,1854
2041,3701
3355,4749
3478,2063
3011,9525
4280,5216
1349,9955
4436,7608
2340,3693
290,3468
4975,1079
3719,1310
95,9730
4283,6664
2040,7039
1594,5105
2710,5233
1481,8386
3420,2015
22,6226
1636,8745
4676,1917
1222,8258
218,8036
383,5644
2495,7246
168,6466
1653,7437
4223,8894
2095,9963
2175,4555
423,9650
711,7364
856,8539
3057,3035
933,9294
4161,3974
2925,3320
2760,2484
4364,6971
3708,5454
2359,4639
2709,4376
1059,5510
1895,5990
2778,5101
143,908
1547,47
1628,5437
1229,1460
3172,6277
3752,2406
3320,6562
3304,5476
2197,4989
1142,2255
2015,7847
2885,5601
3451,2222
4782,3758
4458,2223
4753,323
1854,1429
4304,7707
1866,1567
2425,2401
674,9408
3329,7679
3107,208
3768,932
4305,4048
1772,7061
4484,5339
53,3082
3374,9719
2,1465
2804,8619
687,1360
126,315
4004,1227
3796,2974
555,134
1646,6177
261,5597
2896,8308
1449,6831
3073,8434
818,3408
1951,638
2164,1757
4361,2072
1499,9371
1641,7727
4000,553
3155,9425
3673,4420
4782,9230
1460,7144
2541,1355
4504,5635
1442,3570
4208,4278
3217,8470
2748,8150
3709,5700
2389,8911
4033,3077
1829,3399
3221,2016
3153,3568
2,4220
3117,2055
1588,595
1946,8282
395,8402
3038,9495
318,6190
4120,7743
701,8784
2654,8649
4377,465
2837,2675
2146,1041
2940,1779
868,8224
2021,1643
1943,5135
4394,9179
4978,6945
4368,4177
4580,5324
1362,5803
4406,5244
4597,4781
4368,7414
4715,110
2286,5545
4119,9581
1047,848
2940,2913
203,3957
225,6829
3550,8111
2973,6370
1996,2508
3459,2031
2171,1354
4986,1892
2360,5936
4036,4964
1583,377
1305,6249
3754,7168
895,4193
1757,727
2824,4630
36,3745
896,187
3818,6784
3290,1282
327,6472
1110,9418
3628,7251
3801,1638
2230,7230
4040,4553
3757,7072
242,7837
3993,3498
4402,7923
2344,7994
1190,3365
3797,5594
2175,5560
544,3829
2813,3421
742,5882
2446,3701
3189,184
3338,6724
1654,8170
1878,367
1168,3836
931,2016
3245,2267
419,8168
1515,4780
664,2020
1977,9698
2369,9944
283,6803
2401,7783
1629,8052
1205,7157
2528,2112
1082,7620
4563,3640
217,7514
3729,7524
4057,7588
2931,5191
4223,5683
2491,3681
4083,453
4164,2239
2082,2271
1560,6653
4508,4694
2960,8795
4250,2189
4954,45
4254,7032
1098,4220
4334,3743
935,5354
974,4734
2016,995
3273,6873
4107,6222
4404,1005
3042,6755
3655,5954
4475,1671
4689,8364
987,4755
2007,481
1926,8979
4944,4021
1749,8314
4712,2112
2340,5714
975,9761
15,2513
3237,7021
1256,6647
2341,5712
1088,7892
2979,1731
40,9655
4067,4366
3730,8032
2760,4133
4289,6599
2669,4238
4705,2838
3059,4755
1805,657
4880,2515
4540,6054
4992,6547
670,9343
2747,7729
2064,4485
4571,3337
1322,1726
4168,416
26,4791
993,1550
3943,1580
497,2585
3371,9828
1012,3324
4045,7578
1093,8822
4003,5654
773,6575
2393,8075
4378,2565
4272,1497
2666,8869
1614,3554
4586,3366
3701,6154
927,719
2931,2855
72,6584
3846,4312
1310,8509
3993,1650
4873,6415
264,1478
3601,917
1724,4254
1382,4465
763,9414
4628,1469
4279,8231
1142,4915
2385,1326
4110,8316
4450,9644
1158,9472
414,3639
1662,2732
4949,141
890,3314
1159,1352
4095,2090
372,4317
4530,7062
2381,3295
4030,164
1642,5600
1464,2588
89,5704
848,3369
1144,8798
4006,1173
3567,3475
4727,140
4005,6670
2635,5907
1901,7266
4620,7393
372,7899
3892,6619
882,8599
3339,2718
1371,3250
108,9557
649,8506
2587,8507
3560,6690
3670,5466
3869,7969
3085,7762
3964,7226
4303,4085
1357,7702
2578,655
1809,9709
1119,3043
2047,5604
3984,5136
3661,7601
4350,546
1421,6218
2051,485
4135,7339
3897,5045
4709,2933
733,7744
4015,2596
1708,669
1922,1417
2520,9702
63,9495
2230,6193
1830,3289
1024,9389
2806,1248
3570,5639
538,9322
4459,3579
4321,9677
266,1688
4537,8724
1858,5340
3529,3376
1596,9647
3610,1520
1855,1260
506,4763
2847,3754
1845,1002
4255,6041
3207,275
2420,5703
3066,6608
1511,4146
1145,3885
1966,3640
3407,1552
3849,1498
1631,3284
3652,6943
4561,990
3094,7796
2317,656
2972,3314
3823,539
4050,3336
1135,6191
2711,2071
195,3582
3204,9933
3548,9439
4162,680
1698,9903
4469,1196
4357,1393
3608,7168
4417,9446
4814,7459
156,7160
2338,9788
2184,2224
2556,9295
1328,5815
2201,6891
1504,8586
1061,432
37,1414
3184,990
974,1267
3674,6520
4750,798
2276,5736
887,4062
3085,3132
4957,5367
1373,4222
1812,9645
3818,9329
4342,9568
740,4087
1613,2070
143,3871
4234,4855
837,6652
2439,3042
1357,5345
3919,9020
1508,9657
4704,5368
2158,6339
4866,9058
2065,8874
1639,278
2903,6050
2935,414
2382,5582
326,9928
173,7951
3212,9157
4765,1767
4282,8334
265,5708
2196,5666
1612,6407
2639,9914
2494,4044
4368,989
3226,4629
4510,9231
3415,8247
4589,2020
385,8133
1744,2691
4499,9107
1850,6997
1172,5683
1209,6749
3499,4027
312,3713
2456,1480
1344,6055
640,3820
1386,5323
2004,7394
427,7116
495,7330
4844,8647
346,8128
4981,6074
4654,6335
1726,5851
1182,3299
2466,1969
1646,3476
2160,752
1971,351
4119,7410
1977,3798
4197,9233
1555,9527
676,1857
1130,4970
4066,9530
1765,9699
1691,1043
322,3544
749,538
1030,7789
4208,672
30,3499
2032,209
643,1023
1336,4049
3556,9102
2397,2658
4146,6598
1268,6514
3325,3600
3249,5121
2326,8098
4653,8865
3145,2945
323,8358
2250,3091
1839,2829
3712,418
2499,8872
1506,9101
1904,519
621,5896
789,2515
1647,2020
375,9283
691,8938
1917,3234
1305,7328
4111,3800
3777,3198
2419,6068
3388,8010
2523,6859
2192,8255
4606,5354
4374,7084
4737,6888
2281,9081
3274,6951
220,9589
4273,3033
2121,3611
1284,3390
2298,8450
1533,9019
4398,7779
3786,1335
4018,6310
2656,4416
512,7925
461,8491
4625,9842
3161,3112
1931,8548
1416,4051
4167,364
4439,7958
1193,4679
976,1084
4541,9436
2467,1104
4195,2565
4523,9684
3390,3946
3347,1903
4534,9352
843,3854
1224,4305
3371,6410
351,3678
1250,586
730,6527
43,8367
4186,9442
4677,4829
309,8402
2766,1290
4244,119
2443,4975
2861,6891
318,9739
438,5613
4805,1271
3487,2638
1235,1844
3962,8153
2477,4273
2826,5920
251,1640
4165,8785
1096,5832
504,9335
2960,1773
477,365
3686,8075
2835,5965
3583,122
1099,9991
1990,331
58,7741
2341,5209
2232,3019
4949,7019
1259,9924
26,6726
577,4343
1141,7615
4960,6609
3303,525
4700,5260
2639,4605
2660,7796
1665,6303
2513,7770
3300,542
949,466
2141,1709
2947,4647
2669,9917
3505,5663
2628,8587
3023,1321
4480,7574
2299,2930
4662,1166
1674,1734
3244,8984
988,1028
1944,1182
3981,2827
217,5955
1660,9168
3400,8708
2458,3650
4426,8154
1576,6132
1437,4764
1893,5129
1492,6482
4499,7023
4673,2292
3165,4865
3118,7553
3015,7584
4480,123
3874,716
4777,7023
4419,7325
625,2626
1606,4110
2599,7799
508,73
3185,8830
4662,4621
422,8150
3717,8267
2860,3619
1976,3089
4612,9883
4665,9309
326,6858
1740,1972
2129,5157
2573,6187
1803,9787
2989,241
3474,2504
4169,6112
2149,5139
4855,8200
3570,2583
3829,1196
604,7119
240,9048
3672,922
4598,6959
76,4303
1528,2020
3045,9114
3736,94
2532,1411
2427,2287
2077,7488
3858,9357
1691,7649
739,3823
1923,8217
4343,8708
1427,3084
1352,7900
4159,6740
2625,7146
1376,1422
3850,5777
1193,5841
4854,5884
2448,798
1474,7274
948,739
2469,2390
1489,1914
4511,5525
2886,6015
1079,6904
2079,3886
1157,3137
3348,7579
4600,5410
437,4875
308,4272
768,3151
3204,359
3641,1009
1321,4424
3716,6902
1028,8573
1850,9268
4326,9246
2798,8877
3937,9707
4339,2794
2369,7977
4100,8979
597,9946
2919,1178
3221,2421
4423,8743
4847,2932
3140,6494
4073,9868
1785,269
2565,7064
2490,4177
4524,3422
2960,7497
4136,4035
1675,7650
3123,6170
3219,1153
4445,3223
2346,6607
510,3298
609,5518
2649,5255
2910,8874
3672,5211
3943,4107
1058,4729
2998,1207
182,3338
4224,5172
3010,5698
811,8667
3469,3767
2956,9128
325,1549
2067,190
1125,1805
1219,9591
1647,3316
4730,4089
4602,2695
4209,8965
952,5172
1272,6793
4727,6724
4554,1780
394,5037
4496,1209
3579,6660
3172,7501
175,768
2580,6203
4557,1993
937,4727
3157,2062
3132,736
1170,4086
4772,3790
4459,5615
4598,8858
2827,291
4617,8589
795,4104
4996,3505
1793,5574
4751,4195
4528,1667
4987,3530
4251,2970
3647,5698
4463,603
384,6257
3236,2636
2571,9675
3071,9932
2874,6784
1879,2088
2826,8450
1050,3575
3389,6645
3012,4800
2448,4239
4684,7867
1155,2640
4986,3061
2440,9003
3072,4525
1010,6209
3325,5115
2044,879
4568,6848
706,4494
3639,8457
2056,6024
2643,9453
1054,8570
2344,8518
756,9845
2774,716
2840,2127
4151,4173
3033,8054
4254,6905
4710,7605
4368,457
4088,3071
2882,7935
3945,3207
3638,4921
1632,8914
3091,8559
3595,3173
39,5452
4607,8616
1820,7610
1582,9356
2525,3734
2949,9240
972,8322
985,7215
3833,473
1326,5198
1160,3469
1164,6241
3448,1788
990,469
3468,7457
1560,3256
1687,983
924,893
3265,1785
1609,8651
3416,2116
3833,7989
3861,1918
398,6660
3893,3407
3504,5873
3224,7149
2565,4415
1137,9927
2381,6324
411,9223
3305,505
2396,2186
1240,4279
856,2012
4461,1953
4549,9516
1697,4768
4958,2863
784,8937
1623,1328
1619,1499
4036,7861
2065,4453
110,429
3778,852
4259,7301
754,250
1233,5865
2991,9066
4175,9992
679,2432
1007,2913
1648,1086
4172,4762
1861,2416
3892,2367
2594,5393
3570,2055
1405,7047
2899,9858
281,6281
2618,2734
672,3121
2898,9385
1468,6380
4168,6833
1450,6797
1339,599
1499,9074
985,8578
3833,3711
2279,3968
786,3110
1164,9527
1484,2505
3339,330
2333,5494
467,5655
4238,8912
468,6381
4788,8974
1320,7227
4082,6221
2548,6787
2558,7425
1074,5789
878,9897
389,4504
2471,1471
2207,7115
3026,527
586,7882
3132,1151
2985,4740
2544,4509
4554,9865
2474,5703
4068,8121
3379,3122
2711,2024
2540,5502
3563,5949
3513,2993
3080,5210
3788,9328
4087,5781
3523,6749
3685,5669
4727,7417
4930,6329
4578,1322
705,2786
4228,4984
4030,6032
4545,6578
3830,1802
2426,8270
1560,5655
1775,6765
3911,362
447,6492
1224,5627
3507,5175
2567,1807
1157,1784
4072,7049
1000,8669
4700,7050
4068,1000
2715,7908
3344,2639
2856,5565
4492,6692
3613,5567
4163,2943
435,6828
4937,6296
1134,9694
1399,7377
548,285
3656,4095
2136,1513
1886,185
4199,4471
4790,8072
2870,2521
1973,8815
1990,1206
3061,8133
1686,5305
2817,9773
3667,1045
4569,6311
3757,8533
3625,1231
2313,4625
1804,3650
207,9869
4321,4417
3287,6172
4559,7647
773,6227
3411,3460
2982,776
2658,4804
2350,2632
3509,5514
2152,1719
1601,6221
465,4371
2783,4661
1097,4626
1631,1879
1631,1369
307,6699
2016,8510
4219,7231
1403,4789
4318,9204
4484,4519
3879,8694
3555,5105
2811,9546
4392,1721
957,1279
4854,9691
660,2439
545,2321
459,8495
1285,6849
4938,1418
1140,1920
1334,9100
1852,8628
4522,6002
1091,9640
1383,7247
551,6952
3728,6800
2102,5692
1931,7377
2399,18
2004,9881
1988,6308
324,3104
1797,872
2713,2994
2265,5462
4947,27
3435,5892
2883,4449
3031,2109
295,3633
512,1121
2558,1554
1943,3334
2869,5350
3250,156
43,3247
582,8126
3824,9598
722,9139
876,1718
1827,8756
3015,2784
1629,6377
973,4263
4141,4845
3907,6963
1432,208
1523,2659
1206,42
3503,6899
1585,988
3566,9741
4164,4291
416,8572
3738,1094
1312,3708
3317,7855
2317,302
2951,5846
3668,5719
1176,809
1678,3431
3244,664
858,3671
1968,4284
2559,3387
2705,7032
1695,6920
1778,4855
3403,2543
1080,4021
3639,2199
1331,4858
1450,7961
2771,2145
4853,5317
1540,5319
4357,4578
920,7774
4247,8882
2032,1393
2463,9907
3854,9138
1172,3586
458,8559
3171,4715
4591,1523
2279,4715
338,4169
1426,6902
2782,1836
851,3588
54,4905
748,9319
4504,5798
1558,1672
3674,7612
3115,6687
4253,1471
1736,1856
4394,9102
3005,8658
189,790
2419,636
3509,6145
3409,3449
1284,9324
2746,9706
2249,1862
2134,4026
2768,4164
859,7693
2547,1633
3985,6833
2919,4579
367,6119
2750,6121
3869,5195
524,1408
3191,2878
3440,3733
3522,8741
4473,4868
4006,2954
4130,1695
2408,8960
4332,8011
4499,1317
2086,7204
3498,3056
4763,161
4165,4233
4457,930
806,2072
1305,5798
159,2677
3880,1097
737,8127
1905,8602
3883,4520
92,6266
1262,3821
4703,5728
3521,9748
3896,9578
5,2606
404,9918
2495,907
4911,1567
205,1661
928,9307
1367,4837
4696,7937
76,6170
4720,2624
2062,3448
4732,8890
4027,9524
1599,3543
736,270
3228,8566
3548,1327
1966,3390
3583,2498
4509,1651
29,4159
2414,9221
939,3378
1501,258
3885,6011
4929,8155
433,3854
3629,5123
116,42
4959,2516
1726,9751
3678,844
1100,3912
2605,949
1459,3984
30,2195
3084,7170
949,1670
2592,4000
3106,3311
3305,5157
2058,5231
4642,7118
315,1050
684,594
1466,8939
3958,9171
4147,3329
1257,1501
3892,4711
453,5483
4342,2642
1076,1481
1441,7331
1513,6003
3100,4636
1587,349
4773,7583
180,2764
51,8066
4488,6593
4301,911
1133,6630
550,9576
94,5617
456,5543
1803,7413
3826,3092
1305,6056
4384,8800
1282,3856
198,5501
712,4134
3240,7232
4603,7836
3176,2463
3092,6362
3749,8197
2941,4564
1148,6309
544,4728
2070,2587
3353,5076
470,349
3080,3812
3205,2976
4567,1737
12,5271
804,5109
2685,742
1875,2258
526,2454
1844,3666
740,1905
52,34
680,140
762,2680
824,7925
2705,7419
3165,7730
1885,2833
2507,5256
620,1379
1003,3229
2842,5405
2281,2357
4848,2690
594,1753
2499,4013
847,7447
2621,4498
1766,898
4946,3394
1035,3769
1592,2509
1787,7877
4627,2146
1040,1436
2085,9362
2790,2516
1343,9955
2128,2449
3799,6016
1864,3438
3910,766
2026,5562
3212,2329
1467,5146
1913,156
2475,4797
1523,3424
4532,285
3456,4700
2438,352
1311,7579
3649,446
4647,8411
4070,3789
931,9569
2019,2937
3544,3145
1585,6623
949,8683
1586,3480
2086,1162
516,1235
3757,9207
2221,4523
1725,7602
4219,5432
28,7744
1721,6481
2213,8968
2911,431
4991,9911
439,476
3702,2403
4479,6522
2780,5165
1176,7201
4267,5999
1362,6976
3265,9765
3026,8997
3817,505
1433,6727
834,2726
402,8464
1006,2014
2943,6169
3209,9431
272,8205
3692,6928
18,5023
2325,5921
2096,1464
2429,6640
3657,7624
3502,2192
3757,1886
3990,4900
4517,1043
4332,7330
1502,32
1182,9330
2450,8319
4284,3253
683,159
3053,2947
4485,290
837,460
1239,1457
415,3824
717,8159
1373,203
3469,3962
569,6024
4379,1726
3078,5078
1780,4531
3976,8648
1763,8503
3165,6662
1380,807
1150,1456
1099,9398
2630,9731
2568,464
3815,2548
81,4056
2211,2170
4427,7118
2149,2152
1399,892
652,6216
341,9167
1193,7283
4832,7667
2006,140
430,9015
1051,8732
3321,6912
1686,7032
3655,1898
3526,240
4099,6617
2653,5105
3109,6781
2375,1913
725,9683
3067,8874
2127,7544
2837,6663
971,1768
85,4924
4893,6949
4240,6971
1308,6740
3536,8545
1496,7810
1907,8503
4589,1748
269,4403
2751,8027
4163,7103
2705,2709
1245,769
4157,7840
3103,8634
794,8170
2189,6171
685,8165
1096,2848
4542,4630
3449,6112
1065,7596
3720,9437
428,8493
3537,1430
2267,8412
476,9053
2038,3239
712,290
4204,8445
4108,1709
3543,4461
3257,6635
2835,5913
2079,5392
3844,7850
307,7627
2603,6956
1146,2823
1100,9946
2892,9565
4848,1797
87,503
4770,6221
1535,816
1695,3810
4328,5591
903,2452
2448,4322
1451,3479
2515,9070
1034,8899
4491,2501
1788,7047
356,8697
3450,381
3194,796
1559,3353
2184,7378
759,8395
4126,9966
2931,5060
3830,905
4510,4725
1019,4290
4968,7426
3486,2415
3380,8294
4694,4737
2151,3760
259,5382
4528,1131
1336,7255
3814,3804
2722,1474
4939,836
4761,1138
419,8933
3403,3690
4528,7170
719,785
3854,6527
1740,8470
4758,1511
903,149
1313,2732
235,1154
347,1736
4312,1282
313,2963
3810,3994
1344,350
2493,2671
452,9723
1698,2395
449,5968
4641,4465
4146,9952
835,520
779,4745
4154,8468
4069,1773
2207,2178
2078,8072
3792,561
3251,6272
3356,3646
395,7883
4836,7544
3984,2250
1400,6803
2141,9618
1555,8072
1311,203
1157,9769
1449,2386
3803,5953
1456,9033
356,4074
4919,9279
4386,6376
2784,6874
2339,2883
432,5791
1204,6115
758,532
169,4996
4472,3518
2443,24
705,9892
4430,5595
1027,4932
1974,194
1797,6691
3814,3533
1825,1792
3420,4108
3869,5266
4236,6813
611,6592
2408,8435
4015,5743
4665,1298
293,7014
2796,9975
781,4205
748,9525
4476,6868
3232,8106
4488,7680
648,5200
1135,1232
2921,3199
2173,5438
2883,7551
4816,2448
612,9740
1577,8910
2179,5922
2538,3823
3746,6888
462,8044
1841,5417
3417,4982
611,6125
3878,771
3479,8726
2719,5859
2830,5846
1140,9409
4787,2190
707,5332
3596,8097
3456,5606
1164,9224
3321,1276
3690,5550
3049,9780
2417,7019
15,5693
2285,2654
2362,320
4495,2852
835,4364
1301,3269
2183,5663
4881,9853
1544,2256
1636,1704
3119,3625
1663,1319
2975,3875
3734,1711
513,4281
850,8096
4016,2959
1345,2835
3984,1803
1691,9661
2688,7937
2172,8816
3729,5868
3609,3185
314,7656
177,100
2058,765
3289,6179
2033,4726
3924,9550
4858,672
3870,7212
4081,6814
4995,8143
1309,4713
1400,1398
4643,180
1813,3372
3807,5485
4622,813
7,1792
3637,441
2190,3830
1750,401
969,3178
3007,8591
1761,4892
617,1442
4966,5327
791,3846
3741,9357
1914,34
478,1434
2206,2875
3372,9141
165,1542
113,1707
1494,8763
2374,7734
4682,1733
4532,8451
4387,2821
4258,4161
2048,151
2235,7189
3769,4940
2355,5611
2988,3174
3254,8246
4346,3682
1413,9769
4082,1280
3462,4558
2255,1582
62,307
2920,6866
4902,5813
1028,2214
2487,9076
4695,526
532,5014
3326,9813
107,5575
627,3525
4623,2526
573,4630
4725,9803
2256,2638
2928,6205
2820,726
1659,7312
3373,7229
1195,8883
726,5381
1727,5719
1138,6699
3436,84
1801,1701
977,1830
4379,7540
1932,564
884,6809
3648,6273
2156,9972
4700,5947
1809,7687
3416,337
3556,1209
2262,9762
1557,982
1755,9057
4420,8868
4177,6052
2533,3152
842,2299
4631,1143
3059,3501
3569,9233
2475,5934
345,4391
734,862
1795,133
1042,5851
562,3563
1909,7174
4174,4989
993,931
938,586
3869,1386
4496,5578
802,714
532,5569
1455,365
378,5856
4057,8071
4381,4202
4394,1000
3204,9828
2140,4417
2635,310
2275,1619
220,1038
2916,163
511,6884
3726,7113
1397,999
1012,7336
3317,2182
1627,7144
3706,252
1662,7343
2393,4386
4876,8654
4962,1896
3307,6487
994,7167
579,2060
579,8525
4817,1027
3985,7843
3030,8727
601,5100
492,8920
392,8219
3893,5601
1421,6231
2863,3226
2340,8803
4000,4836
3560,2662
4930,9298
212,6169
4978,5975
3111,2974
3971,58
1122,1246
1082,678
4222,6251
2566,702
3743,2452
3207,5549
1959,7879
2968,9756
1360,2368
305,5357
4274,592
3477,7636
2077,1369
4189,3766
3868,2261
1151,2169
2102,9735
4375,9627
1394,313
3855,6814
3294,6372
2678,1328
2996,3774
2651,6202
210,7726
1461,7646
3644,4187
1081,6531
3824,1778
1222,1950
782,9574
3712,6998
2426,6098
159,2041
4056,7754
1731,8125
2834,7056
3990,798
800,3330
2558,3574
917,9184
4918,9996
2211,5547
3833,6995
2154,1497
482,7874
2850,2358
3450,9972
2642,4020
4175,5142
804,8434
2621,9326
2103,4603
4267,1371
4920,966
2381,3015
2342,2091
2290,3304
1217,1829
1561,38
4855,2626
1677,5224
2194,7047
258,9943
793,6944
1658,6660
82,3174
2705,9109
2937,442
2553,1130
2327,3341
2443,3534
1129,6642
619,2553
1460,3323
2670,1858
2266,1712
2499,930
1092,5198
2843,4260
3213,6059
750,7128
4670,4872
3772,7575
1035,6560
28,4416
4065,3357
1244,5409
1634,7258
614,3473
1103,4834
4516,6474
408,1687
3656,9221
1059,9999
2674,3230
3439,2745
3646,7334
1868,6414
2689,5910
2730,3714
3488,1553
2706,2873
3901,1043
3284,1798
1239,3542
4157,9215
2085,4003
1245,7340
2135,5317
11,6878
2026,8249
4206,1901
3797,2769
2681,5290
4684,601
1969,7859
1617,2913
2438,309
857,6888
284,8107
4914,8986
4005,3124
2624,8272
1908,3571
4654,8021
672,1792
4975,1209
3236,2572
1801,6079
2639,7841
3890,3425
413,3800
2762,8195
2537,484
2365,5669
1453,9580
3667,8945
1096,6966
2614,5477
650,7183
1504,8443
4223,6311
606,403
4534,4857
1388,7314
3924,216
4990,7060
450,1524
913,2748
3064,412
532,5069
2284,8878
4950,9297
4347,4218
3133,2182
4739,517
4232,7481
4787,7688
3218,7450
4839,5880
1404,7727
4939,1649
2133,9044
1451,1644
1824,2624
830,32
1322,4836
4149,9844
4351,8908
491,338
2841,1656
3042,8616
611,9444
3751,4776
2176,978
36,4879
587,426
3481,2578
4354,4184
1117,2580
3700,2211
702,1476
1700,3182
3707,9331
4730,1223
915,260
284,3197
1372,124
1142,911
1153,1625
4443,7552
2265,6399
230,9030
1136,4253
3802,721
468,3199
4378,8841
4478,700
3613,4304
2299,3583
3194,4502
4959,1811
1269,5212
629,3479
4603,3840
260,8017
1479,6647
97,7087
4513,2504
2909,488
344,4949
3644,4497
892,3493
498,7644
2714,4253
3777,2763
4501,2925
4627,418
3517,4918
536,9530
4735,2969
1389,2002
4233,1115
2249,2464
2896,7733
2261,8070
4104,3239
280,6735
1775,364
2716,3224
270,633
3544,1803
3237,6351
3459,1511
3290,7345
3882,1356
3262,4767
3382,8562
4252,624
2877,9193
3839,4750
2723,250
3439,8859
4580,8317
2679,5234
521,2148
4686,3481
1573,7636
4599,818
3299,9732
4832,7184
1758,2255
804,5270
3636,7571
3429,4491
2296,4491
2337,5258
4931,3498
2600,7158
1966,1070
264,6347
1118,9860
3636,783
1628,7210
1783,2408
2800,6799
3937,8167
1601,8231
3725,3106
124,6939
2975,8175
4695,3741
2028,6363
1585,7321
4431,9995
1472,6326
2525,442
1302,9900
3519,1538
2168,7424
1970,5382
3540,6043
4356,1787
4471,9609
4276,6694
3849,2348
1566,6464
4510,785
4627,3143
1473,5466
3697,2318
3967,4699
1444,4949
3285,7968
3976,9923
1166,8555
146,9215
4109,4780
2490,5166
3652,7944
863,5943
2487,3932
2183,3155
2496,3707
2305,9136
72,3843
2202,6916
2878,302
1255,2622
2487,7476
277,7832
4082,7710
2187,1656
2742,7013
345,167
3971,3961
2824,6233
682,2382
4061,1882
874,480
2275,2954
1912,2647
892,6847
4386,437
4452,9514
1264,9917
1178,276
623,2254
3355,6102
1163,3836
3533,7175
3257,1728
1821,416
3822,5510
4693,1692
56,4676
3366,6475
2231,8730
4293,1589
3367,4308
2461,6460
3252,5773
3282,2923
2370,2318
1045,2411
3745,2532
4817,948
1401,1024
440,7823
2656,9783
2882,922
4853,2938
1284,3605
3624,9472
441,5194
1912,4495
944,122
2704,8489
4129,7921
2551,451
3085,1915
1922,6897
2849,7489
4265,1485
4166,8459
443,8663
497,5962
4566,8742
4930,9821
631,8781
3275,4768
4954,2872
3823,5782
1735,2629
4356,9963
3313,6832
158,5868
4060,6263
1722,1218
1538,7644
3811,4201
3114,4025
149,6430
255,4397
4508,7687
2848,8117
943,1661
2648,9286
991,3349
3916,9558
1950,2524
685,6218
2422,8208
442,330
3951,475
3507,2097
4011,9770
3451,7217
3050,1581
2779,8387
3926,9495
1095,2476
3730,4036
1624,2907
2988,1466
373,1902
451,7993
4735,1140
3079,7052
4656,4462
1164,481
4598,6863
3130,725
4617,9555
1037,4072
1543,955
2292,8720
2521,454
3967,266
2452,3515
3002,7531
4390,1074
192,2436
1066,3443
4670,6980
1994,6327
390,3815
296,8283
4636,5676
1769,2322
2697,7669
3598,4090
1457,6583
1465,4679
2739,2770
4352,1003
3013,8522
4057,5207
4425,9795
3459,1947
967,44
3708,3817
1288,114
2196,9288
2589,4709
725,1748
4202,4199
3989,7043
4955,1200
1554,1859
4513,2800
2346,3038
